marketplace_id,category_tree_id,category_id,category_name,conditions_json,fvf_rate,last_synced
EBAY_GB,3,260274,Rod End Bearings,[],,2026-04-09
EBAY_GB,3,259280,Electrical Sockets,[],,2026-04-09
EBAY_GB,3,260273,Air Bearings,[],,2026-04-09
EBAY_GB,3,260276,Precision Balls,[],,2026-04-09
EBAY_GB,3,260278,Bearing End Caps,[],,2026-04-09
EBAY_GB,3,260277,Thrust Washers,[],,2026-04-09
EBAY_GB,3,2375,R&B/ Soul,[],,2026-04-09
EBAY_GB,3,260279,Bearing Heaters,[],,2026-04-09
EBAY_GB,3,259289,Solar Wires & Cables,[],,2026-04-09
EBAY_GB,3,259288,Solar Power Accessories,[],,2026-04-09
EBAY_GB,3,259287,Solar Connectors,[],,2026-04-09
EBAY_GB,3,259286,Solar Charge Controller,[],,2026-04-09
EBAY_GB,3,259285,Solar Cells & Kits,[],,2026-04-09
EBAY_GB,3,259284,"Solar Battery Chargers, Maintainers & Kits",[],,2026-04-09
EBAY_GB,3,1039,Other Toys & Games,[],,2026-04-09
EBAY_GB,3,2369,Theatre Handbills & Flyers,[],,2026-04-09
EBAY_GB,3,2367,Theatre Brochures,[],,2026-04-09
EBAY_GB,3,1036,Ty Attic,[],,2026-04-09
EBAY_GB,3,2365,Other Theatre Programmes,[],,2026-04-09
EBAY_GB,3,260261,Microcontrollers,[],,2026-04-09
EBAY_GB,3,259293,Electrical Wires & Cables,[],,2026-04-09
EBAY_GB,3,260260,Control Systems,[],,2026-04-09
EBAY_GB,3,259292,Wind Turbine Towers,[],,2026-04-09
EBAY_GB,3,260263,PLC Displays & Touch Panels,[],,2026-04-09
EBAY_GB,3,259291,Wind Power Accessories,[],,2026-04-09
EBAY_GB,3,260262,Enclosures,[],,2026-04-09
EBAY_GB,3,261597,Other Barware,[],,2026-04-09
EBAY_GB,3,260265,Magnetic Motor Starters,[],,2026-04-09
EBAY_GB,3,261598,Bells,[],,2026-04-09
EBAY_GB,3,260264,Drive Reactors,[],,2026-04-09
EBAY_GB,3,260267,Blower Motors,[],,2026-04-09
EBAY_GB,3,261596,Ashtrays,[],,2026-04-09
EBAY_GB,3,260266,Vacuum Starters,[],,2026-04-09
EBAY_GB,3,260269,Pump Motors,[],,2026-04-09
EBAY_GB,3,260268,Permanent Magnet Motors,[],,2026-04-09
EBAY_GB,3,261599,Bird Houses,[],,2026-04-09
EBAY_GB,3,259299,Electrical Conduit,[],,2026-04-09
EBAY_GB,3,259298,Electrical Cable & Wire Staples,[],,2026-04-09
EBAY_GB,3,259297,Conduit Fitting & Accessories,[],,2026-04-09
EBAY_GB,3,259296,Cable Ties,[],,2026-04-09
EBAY_GB,3,259295,Cable Protectors,[],,2026-04-09
EBAY_GB,3,1048,Other Equestrian,[],,2026-04-09
EBAY_GB,3,260270,Starter Motors,[],,2026-04-09
EBAY_GB,3,127423,Madagascar,[],,2026-04-09
EBAY_GB,3,127421,Guinea,[],,2026-04-09
EBAY_GB,3,127420,Gabon,[],,2026-04-09
EBAY_GB,3,73382,Tuners,[],,2026-04-09
EBAY_GB,3,36407,Rollers & Curlers,[],,2026-04-09
EBAY_GB,3,127419,Egypt,[],,2026-04-09
EBAY_GB,3,13769,Medals & Medallions,[],,2026-04-09
EBAY_GB,3,127418,Ivory Coast,[],,2026-04-09
EBAY_GB,3,127417,Congo,[],,2026-04-09
EBAY_GB,3,127414,Algeria,[],,2026-04-09
EBAY_GB,3,127413,South Africa (1961-Now),[],,2026-04-09
EBAY_GB,3,13768,Icons,[],,2026-04-09
EBAY_GB,3,13766,Buddhism,[],,2026-04-09
EBAY_GB,3,13770,Relics,[],,2026-04-09
EBAY_GB,3,13771,Statues & Figures,[],,2026-04-09
EBAY_GB,3,127411,Other Asian Stamps,[],,2026-04-09
EBAY_GB,3,127410,Collections/Mixture,[],,2026-04-09
EBAY_GB,3,127409,Laos,[],,2026-04-09
EBAY_GB,3,127408,Japan,[],,2026-04-09
EBAY_GB,3,127405,Belarus,[],,2026-04-09
EBAY_GB,3,127402,Ukraine,[],,2026-04-09
EBAY_GB,3,13772,Hinduism,[],,2026-04-09
EBAY_GB,3,103458,Replacement Parts,[],,2026-04-09
EBAY_GB,3,86696,Price Guides & Publications,[],,2026-04-09
EBAY_GB,3,85365,Windsurfing Boards,[],,2026-04-09
EBAY_GB,3,86693,Confectionery & Gum Cards,[],,2026-04-09
EBAY_GB,3,86694,Souvenirs,[],,2026-04-09
EBAY_GB,3,103459,Curtain Poles & Accessories,[],,2026-04-09
EBAY_GB,3,13776,New Age,[],,2026-04-09
EBAY_GB,3,103430,Wardrobes,[],,2026-04-09
EBAY_GB,3,103431,Stools & Bar Stools,[],,2026-04-09
EBAY_GB,3,116744,Garment Bags,[],,2026-04-09
EBAY_GB,3,127400,Slovenia,[],,2026-04-09
EBAY_GB,3,116743,Coat Hangers,[],,2026-04-09
EBAY_GB,3,116745,Cedar Balls & Cedar Accessories,[],,2026-04-09
EBAY_GB,3,1082,Electronic Pets,[],,2026-04-09
EBAY_GB,3,60096,Display Food,[],,2026-04-09
EBAY_GB,3,103426,Wall Hooks & Hangers,[],,2026-04-09
EBAY_GB,3,103429,Liquor & Beer Dispensers,[],,2026-04-09
EBAY_GB,3,103428,Decanters,[],,2026-04-09
EBAY_GB,3,103434,Milk Jugs & Sugar Bowls,[],,2026-04-09
EBAY_GB,3,103433,Butter Dishes,[],,2026-04-09
EBAY_GB,3,103435,Gravy Boats,[],,2026-04-09
EBAY_GB,3,13725,Pinball Machines,[],,2026-04-09
EBAY_GB,3,84089,Firewood & Charcoal,[],,2026-04-09
EBAY_GB,3,13723,"Parts, Manuals & Accessories",[],,2026-04-09
EBAY_GB,3,13721,Machines,[],,2026-04-09
EBAY_GB,3,13737,Indian Collectables,[],,2026-04-09
EBAY_GB,3,84079,Phone Headsets,[],,2026-04-09
EBAY_GB,3,127443,Cameroon,[],,2026-04-09
EBAY_GB,3,13706,Stereoviews & Stereoscopes,[],,2026-04-09
EBAY_GB,3,103481,Digital Scrapbooking,[],,2026-04-09
EBAY_GB,3,103480,Album Corner Protectors,[],,2026-04-09
EBAY_GB,3,103482,Instruction Books & Media,[],,2026-04-09
EBAY_GB,3,103484,Other Scrapbooking Tools,[],,2026-04-09
EBAY_GB,3,127433,Collections/Mixture,[],,2026-04-09
EBAY_GB,3,127432,Tunisia,[],,2026-04-09
EBAY_GB,3,127431,Togo,[],,2026-04-09
EBAY_GB,3,127428,Central African Republic,[],,2026-04-09
EBAY_GB,3,127426,Mozambique,[],,2026-04-09
EBAY_GB,3,127425,Mauritania,[],,2026-04-09
EBAY_GB,3,127424,Morocco,[],,2026-04-09
EBAY_GB,3,103479,Pine Cones,[],,2026-04-09
EBAY_GB,3,35034,Male,[],,2026-04-09
EBAY_GB,3,23046,Peugeot,[],,2026-04-09
EBAY_GB,3,35033,Scene,[],,2026-04-09
EBAY_GB,3,35031,Female,[],,2026-04-09
EBAY_GB,3,23048,Manuscripts,[],,2026-04-09
EBAY_GB,3,35030,Male,[],,2026-04-09
EBAY_GB,3,35039,Cast,[],,2026-04-09
EBAY_GB,3,35038,Female,[],,2026-04-09
EBAY_GB,3,178969,Plumb Bobs,[],,2026-04-09
EBAY_GB,3,35037,Male,[],,2026-04-09
EBAY_GB,3,35036,Cast,[],,2026-04-09
EBAY_GB,3,35035,Female,[],,2026-04-09
EBAY_GB,3,178968,Chalk Lines & Marking Tools,[],,2026-04-09
EBAY_GB,3,178965,Women's Razor Blade Cartridges,[],,2026-04-09
EBAY_GB,3,50677,Brooches & Pins,[],,2026-04-09
EBAY_GB,3,178964,Women's Razors,[],,2026-04-09
EBAY_GB,3,178961,Gel Nail Polish,[],,2026-04-09
EBAY_GB,3,178960,Electric Files & Tools,[],,2026-04-09
EBAY_GB,3,11071,TVs,[],,2026-04-09
EBAY_GB,3,36351,Other Aux Process Equipment,[],,2026-04-09
EBAY_GB,3,63994,Dental Curing Lights,[],,2026-04-09
EBAY_GB,3,63993,Dental Amalgamators,[],,2026-04-09
EBAY_GB,3,61336,Speaker Stands & Brackets,[],,2026-04-09
EBAY_GB,3,61338,Tappets & Lifters,[],,2026-04-09
EBAY_GB,3,35028,Female,[],,2026-04-09
EBAY_GB,3,35027,Male,[],,2026-04-09
EBAY_GB,3,178990,Growing Media,[],,2026-04-09
EBAY_GB,3,177660,"Treatments, Oils & Protectors",[],,2026-04-09
EBAY_GB,3,73329,Tapes & Data Cartridges,[],,2026-04-09
EBAY_GB,3,178991,Hydroponic Systems,[],,2026-04-09
EBAY_GB,3,98624,Wristwatch Straps,[],,2026-04-09
EBAY_GB,3,163017,Stoves,[],,2026-04-09
EBAY_GB,3,98625,Watch Batteries,[],,2026-04-09
EBAY_GB,3,163015,Meat Grinders,[],,2026-04-09
EBAY_GB,3,163014,Ice Boxes,[],,2026-04-09
EBAY_GB,3,163012,Clothing Wringers,[],,2026-04-09
EBAY_GB,3,163010,Baby Cradles,[],,2026-04-09
EBAY_GB,3,60017,Cosplay Costumes & Accs,[],,2026-04-09
EBAY_GB,3,50692,Jewellery Sets,[],,2026-04-09
EBAY_GB,3,86647,Belt Buckles,[],,2026-04-09
EBAY_GB,3,178989,Grow Light Kits,[],,2026-04-09
EBAY_GB,3,177659,Straighteners & Curling Tongs,[],,2026-04-09
EBAY_GB,3,178987,Grow Light Accessories,[],,2026-04-09
EBAY_GB,3,36345,Other Workholding,[],,2026-04-09
EBAY_GB,3,178988,Grow Lights & Lamps,[],,2026-04-09
EBAY_GB,3,36346,Commercial Food Processors,[],,2026-04-09
EBAY_GB,3,178985,Air Ventilation & Extraction,[],,2026-04-09
EBAY_GB,3,177655,Platinum Bullion,[],,2026-04-09
EBAY_GB,3,36347,Other Public Safety Equipment,[],,2026-04-09
EBAY_GB,3,178986,Propagation & Cloning Equipment,[],,2026-04-09
EBAY_GB,3,177652,Coins,[],,2026-04-09
EBAY_GB,3,178983,Shovels & Spades,[],,2026-04-09
EBAY_GB,3,177653,Coins,[],,2026-04-09
EBAY_GB,3,178984,Garden Sprayers,[],,2026-04-09
EBAY_GB,3,178981,Post Hole Diggers & Augers,[],,2026-04-09
EBAY_GB,3,178982,Mattocks & Picks,[],,2026-04-09
EBAY_GB,3,48319,Bean Bags & Inflatables,[],,2026-04-09
EBAY_GB,3,48318,Water,[],,2026-04-09
EBAY_GB,3,178980,Manual Edgers,[],,2026-04-09
EBAY_GB,3,163009,Baby Carriages & Buggies,[],,2026-04-09
EBAY_GB,3,35000,Power Tools & Equipment,[],,2026-04-09
EBAY_GB,3,127351,Guyana,[],,2026-04-09
EBAY_GB,3,59032,"Bricks, Stones & Concrete Blocks",[],,2026-04-09
EBAY_GB,3,177649,Collar Tips,[],,2026-04-09
EBAY_GB,3,178978,Garden Tool Parts,[],,2026-04-09
EBAY_GB,3,178976,Melodicas,[],,2026-04-09
EBAY_GB,3,178977,Weeders,[],,2026-04-09
EBAY_GB,3,178974,Files,[],,2026-04-09
EBAY_GB,3,178972,Chisels,[],,2026-04-09
EBAY_GB,3,178973,Cutting Tools,[],,2026-04-09
EBAY_GB,3,177642,Antique & Vintage Farm Equipment,[],,2026-04-09
EBAY_GB,3,178970,Putty Knives & Scrapers,[],,2026-04-09
EBAY_GB,3,178971,Wire Brushes,[],,2026-04-09
EBAY_GB,3,62694,Bread & Bakery,[],,2026-04-09
EBAY_GB,3,99976,Jewellery,[],,2026-04-09
EBAY_GB,3,62695,Baking Mixes,[],,2026-04-09
EBAY_GB,3,74676,Clothing & Footwear,[],,2026-04-09
EBAY_GB,3,99975,Vehicle & Space Ship Replicas,[],,2026-04-09
EBAY_GB,3,99973,Posters & Prints,[],,2026-04-09
EBAY_GB,3,99970,Clothing,[],,2026-04-09
EBAY_GB,3,99971,Lightsaber & Weapon Replicas,[],,2026-04-09
EBAY_GB,3,59042,Other Paving & Decking Accessories,[],,2026-04-09
EBAY_GB,3,84009,Embossing Stencils & Folders,[],,2026-04-09
EBAY_GB,3,178929,Brake Master Cylinders,[],,2026-04-09
EBAY_GB,3,178927,"Lowering, Lift & Long Travel Kits",[],,2026-04-09
EBAY_GB,3,178925,Brake Pads,[],,2026-04-09
EBAY_GB,3,178926,Brake Disc Rotors,[],,2026-04-09
EBAY_GB,3,178923,"Brake Lines, Hoses & Fittings",[],,2026-04-09
EBAY_GB,3,178924,Brake Drums,[],,2026-04-09
EBAY_GB,3,178921,Axle Housings & Parts,[],,2026-04-09
EBAY_GB,3,84000,Mixed Lots,[],,2026-04-09
EBAY_GB,3,178920,A-Arms & Swingarms,[],,2026-04-09
EBAY_GB,3,36326,RFID Readers & Writers,[],,2026-04-09
EBAY_GB,3,36328,General Purpose Relays,[],,2026-04-09
EBAY_GB,3,99969,Collector Plates,[],,2026-04-09
EBAY_GB,3,99961,Price & Buyers' Guides,[],,2026-04-09
EBAY_GB,3,178918,Windscreens & Windows,[],,2026-04-09
EBAY_GB,3,178916,Bumpers & Parts,[],,2026-04-09
EBAY_GB,3,178917,"Cabs, Doors & Parts",[],,2026-04-09
